time,open,high,low,close,Volume,vma,positiveDI,negativeDI,ADX,squeeze_momentum,squeeze,adl
1636139700,61200,61205,61118.6,61118.7,6.421172940000001,22.241578861000413,27.134577004264806,16.343968173345118,24.51218600857333,-91.60846428572927,0,11893.685772415754
1636140600,61118.6,61150,61000.1,61009.8,14.168799160000013,22.34522388400041,25.483379974553326,20.159928698066327,22.137153740591827,-40.237000000014916,0,11881.350693760785
1636141500,61009.8,61164.3,60900,61164,22.72098492999999,22.226297926000413,22.84385676617126,21.99468223762299,19.913589649562198,36.60874999998555,0,11904.020098702294
1636142400,61163.9,61163.9,60901.2,60902.4,9.07329561,18.934495669500414,20.56314277337388,19.79874921020336,17.658398339505673,41.1401428571304,0,11895.029695781537
1636143300,60906.3,60949,60877,60877,11.58958488000001,18.016385431500414,19.974740471719834,20.19398186619085,15.50941340730313,41.38071428570413,0,11883.440110901538
1636144200,60877,60920.8,60830,60898.1,13.348350829999985,17.881429679000412,19.227524277244296,21.37488431619806,13.676911824363161,24.627285714274706,0,11890.114286316537
1636145100,60898.4,61040.7,60853.8,60937.3,11.56370307999999,16.356446937000406,22.66752381745909,19.738144697067142,11.908031947172796,13.912607142847662,0,11888.883052013209
1636146000,60937.3,61200,60937.3,61200,8.391640879999999,14.829603707000407,26.611610518888273,17.687976765532163,12.62747876190198,49.39982142856212,0,11897.274692893208
1636146900,61200,61219.2,61095.9,61219.1,10.42156127,14.405334469000408,26.060916100588123,16.80565645570078,13.450284493068697,87.13289285713302,0,11907.679349765365
1636147800,61217.5,61222,61127.7,61143.7,3.5111051499999997,13.379789962000407,25.14963864683852,16.14244688811201,14.81085875212003,96.65460714284711,0,11905.359711898504
1636148700,61143.7,61155,61054.3,61093.6,6.558029869999998,12.275443958000405,24.057811519009697,18.606031730060966,14.371016969926329,91.87596428570441,0,11903.920462046199
1636149600,61093.6,61222,61089.9,61222,8.18400176,11.248090752500406,25.5984874188653,17.530847062223383,14.354549277591662,103.47974999999087,0,11912.1044638062
1636150500,61222,61367.1,61221.9,61221.9,20.36656925,11.696055172500404,30.35755738135687,16.408452843999893,14.477822124518616,103.66496428570693,0,11891.7378945562
1636151400,61222,61222,61110,61110.6,5.9518791800000015,11.241745162000404,28.824560391685562,20.625152949770236,13.889469715373961,85.21371428570657,0,11885.84978551027
1636152300,61111,61174.9,61111,61130,10.138176980000003,11.524315106000405,27.951864574156616,20.00070336682529,13.301117306229301,70.24421428570705,0,11881.740571366578
1636153200,61130,61130,60906,60943.4,9.208974529999994,11.464839997500404,25.100785613642913,27.295424329203854,12.767216350930966,20.347678571421838,0,11875.606736545702
1636154100,60943.3,61058.9,60910.1,60910.2,5.254602659999999,10.142691584000405,23.393767141849096,25.439155993918106,12.931123143486419,-12.214607142863265,0,11870.359196523686
1636155000,60910.2,61054.8,60900,61052.9,19.103214769999997,10.969593227500404,21.737560866497173,24.100060302717498,13.163995455283668,-22.13507142857738,0,11888.993469329047
1636155900,61048.7,61116.2,61006.2,61006.2,8.37093249,10.659145906500402,23.489077813445256,22.86147770463252,13.221726030228885,-29.403535714293167,0,11880.622536839048
1636156800,61007.4,61103.3,60886.5,61001.2,21.779108510000018,11.306284436500404,21.17882272287644,26.0433126240571,13.579764694720398,-35.06296428572417,0,11881.888296835477
1636157700,61006.3,61188.6,60947.7,61185.8,16.786466899999983,11.824549134500405,22.677264285827295,23.300922195500615,13.18322410955868,-9.492321428581423,0,11898.284542836183
1636158600,61185.8,61185.8,61112.3,61140.2,4.269459850000003,11.329582169000403,21.918884529956124,22.521685888004704,11.841266312217627,-1.5915714285831193,0,11897.256387198835
1636159500,61140.3,61318.8,61140.2,61202,24.739794099999987,11.430522627500403,26.147579317436158,20.709339845149863,11.128066240713904,34.64960714284514,0,11889.63774959805
1636160400,61237.6,61318.5,61178.4,61178.4,9.394566670000001,11.446586180500402,24.483209111400292,19.391129550939016,10.398972890379554,39.17324999998953,0,11880.24318292805
1636161300,61178.5,61178.5,60995.5,61139,22.112591549999976,11.972736514000399,22.471147258009204,26.011180206997537,10.007775971574576,29.57657142856208,0,11892.809901623132
1636162200,61139,61282.3,61138.9,61249.6,4.255944770000001,11.5181162110004,25.708244927658004,24.324256996682198,8.869239257435682,36.61946428570674,0,11895.124850661206
1636163100,61235.4,61245.2,61201.3,61237.7,14.702819009999994,11.6750720075004,25.117374626361094,23.765195843309154,6.936291816143585,38.068285714278225,0,11904.803927412664
1636164000,61239,61266.4,61063.3,61086.7,8.605265070000002,11.6857532170004,22.74959697974887,27.930132411248394,6.48206333449035,33.608678571421166,0,11898.181559463668
1636164900,61086.6,61131.2,61029.7,61029.8,9.621345859999995,11.6457424465004,21.651127504915028,28.179927146777846,6.233532262103756,23.152892857137445,0,11888.579171920635
1636165800,61029.8,61029.8,61000.5,61000.6,1.4044566700000003,11.5404100225004,21.33093552468561,29.237005158191558,7.051104016121875,3.1228928571369456,0,11887.184301985584
1636166700,61000.5,61035.5,60968.3,61035.3,17.237543269999996,12.074385692500401,20.579233928529934,29.895275929078142,8.070273971394935,-13.09628571429057,0,11904.319240831359
1636167600,61035.3,61056.4,61006.2,61053.7,4.1100581599999995,11.8706885125004,21.15966828107692,29.071106946919834,8.827139703241885,-11.817035714289732,0,11907.98718118132
1636168500,61053.8,61197.3,61053.8,61188.3,3.645008480000001,11.0346104740004,27.1840710790087,26.795433736681463,8.781849898015027,18.625749999998618,0,11911.174976054072
1636169400,61191.3,61191.3,61050,61050.1,3.4722670800000017,10.9106298690004,25.10185166105707,24.94897624816545,8.067860515486183,12.619642857143063,0,11907.7076237187
1636170300,61081.3,61148,61081.3,61148,3.4906777299999994,10.578254906500401,23.744772382488303,23.600161860085215,7.992790446846096,27.079750000001617,0,11911.1983014487
1636171200,61148,61148,61097.4,61099.2,3.86200944,10.310906652000401,23.051116715704698,22.910730698246347,7.9177203782060115,12.886642857145908,0,11907.611059478739
1636172100,61099.3,61293.9,61074.6,61291.4,15.867021139999984,10.8415275760004,28.268039872676603,20.161720695678593,8.284309441306144,27.849428571433965,0,11923.116315430869
1636173000,61291.5,61292.2,61248.8,61278.8,11.875177319999993,10.480125703500402,27.56318048276575,19.658991174526143,8.650898504406275,48.653928571435145,0,11927.658433944973
1636173900,61298.8,61299.9,61235.4,61266.5,1.9863243400000004,10.160895296000401,26.505399353456838,19.701827235219938,9.18106606366844,59.72400000000498,0,11927.58760377471
1636174800,61266.5,61339.1,61266.4,61336.9,5.6425363399999995,9.354066687500401,27.725618037529394,18.824909675175828,10.349234196694058,75.35732142857711,0,11932.888638603074
1636175700,61344.8,61344.8,61278.9,61338.2,11.348785980000002,9.0821826415004,26.931276835602418,18.04103022111631,11.563669283521673,103.8474285714328,0,11941.964223142464
1636176600,61348.8,61486.6,61348.8,61457.3,16.882442429999998,9.7128317705004,33.225290164028344,16.38628874203672,13.257924322939326,140.50900000000266,0,11951.667339546355
1636177500,61478.9,61512.2,61430,61512.2,7.102953789999999,8.8309897550004,33.117300270424515,15.53625204043685,14.90316073328124,188.0374642857149,0,11958.770293336354
1636178400,61512.1,61602.1,61430,61433.7,21.871450379999995,9.454833940500402,35.119440407584335,13.909362604032117,16.876438913889874,210.08028571428525,0,11937.839277196981
1636179300,61433.8,61480.5,61330.2,61357.9,8.436159640000003,8.771012345000402,31.97076690811645,18.61551831042608,17.443867740299016,211.03478571428388,0,11932.512653445578
1636180200,61358,61377.1,61316.2,61334.3,4.36902766,8.776666489500402,30.76709125316743,18.780158043094396,18.046921417620954,215.90417857142796,0,11930.740650437336
1636181100,61334.2,61334.3,61244.6,61320,6.4088574199999995,8.361968410000403,29.03324028687114,22.220093595897467,18.94500055970621,215.81885714285667,0,11935.106104042263
1636182000,61317,61326.2,61126.2,61126.2,4.821002779999998,8.172755295500401,25.572838713800206,26.62763905167082,19.067517094000845,165.4231785714274,0,11930.285101262263
1636182900,61113,61137.8,60537.3,60654.7,94.66091685999989,12.424733845500395,18.458966338066137,46.50105171747339,22.12914441940287,45.3459285714281,0,11872.63731226026
1636183800,60649.3,60835.9,60570.3,60785.8,15.171528419999994,13.113087433000397,16.299259749447476,41.060409704663584,25.19077174480489,-46.284714285713676,0,11882.08524449169
1636184700,60784.7,60843.1,60769,60842.4,4.935166219999999,12.497968580500395,16.075717756478287,39.66603037505826,27.018087820428033,-119.54374999999757,0,11886.927168704835
1636185600,60843,61334.3,60792.1,61180.5,26.516372830000027,13.618284314000396,31.806997458074488,31.292267167456245,25.880762515339402,-125.35285714285459,0,11898.400317111176
1636186500,61174.6,61334.2,60995.8,60995.8,11.663770209999988,14.019222400500396,27.854649611222744,27.403879873892052,24.887312761525862,-151.29199999999622,0,11886.736546901177
1636187400,61027.5,61158.3,61006.9,61013.3,5.656778599999999,14.128447976500397,26.172788328821163,25.74923602840231,23.57982813942376,-184.27571428570815,0,11881.558016425879
1636188300,61013.2,61073.1,60979.1,61073.1,1.8346813299999998,14.045648156500397,25.224007855832998,25.887903159869367,22.260587875926717,-195.07346428570756,0,11883.392697755879
1636189200,61073.1,61123.8,60922.3,61118.4,4.214409440000002,14.063268156500396,23.276143745170096,26.06556789880534,20.23998801494921,-201.31839285713556,0,11887.381223215967
1636190100,61118.3,61201.5,61118.3,61164.5,2.6741754000000006,13.403625869500399,25.6037806707631,25.20023712400682,17.715640530090557,-180.04017857141903,0,11887.676925303467
1636191000,61164.4,61188.8,61089.7,61103.3,7.392918619999998,13.1795129345004,24.557994563150263,25.349709377668695,14.738920105640917,-169.12639285713294,0,11882.313142772913
1636191900,61109.8,61109.8,61000,61000,14.479147559999992,13.8041540955004,23.41674990766743,27.968107549462808,13.485810326178893,-175.47817857142013,0,11867.833995212914
1636192800,60976.3,61044.3,60934.2,61033.2,1.9574993099999998,13.6199022440004,22.29778309370416,29.487463648687772,12.74943265783064,-166.41696428570668,0,11869.396794389562
1636193700,61033.1,61035.5,60855,60887.6,6.310034519999998,13.367964671000399,20.562976225473037,30.607081820070842,13.201989282759664,-179.5261785714229,0,11865.366063197562
1636194600,60862.4,60959.4,60681.9,60723.2,35.35280124000001,14.291482611500399,18.216458401593247,34.232622833413274,15.238841063784118,-206.71096428570905,0,11840.536293966295
1636195500,60702.3,60716.5,60500,60550.3,47.36717057999997,16.304693451000396,16.577826655725982,38.484160087779664,14.99717216871945,-247.0900714285665,0,11815.178995720467
1636196400,60550,60550.1,60200,60340.1,105.15352040000008,20.4687969520004,14.390017784168288,44.70752643556692,15.578070012805211,-301.37160714285505,0,11794.184333978223
1636197300,60397.4,60623.8,60397.4,60566.5,9.321384089999999,20.513058174500397,15.586163453964645,40.09274193493239,15.699026486467599,-302.4679642857129,0,11798.787384955529
1636198200,60566.4,60664.5,60400,60400.9,6.490787299999999,20.6191461565004,15.56750991566796,36.32777939997955,18.498198151227616,-324.825178571429,0,11792.340769364942
1636199100,60400,60425.2,60329.2,60399.9,5.684166660000002,20.5829116185004,15.016335435257618,37.65272944701693,21.50982608027383,-337.4754642857158,0,11795.028906514568
1636200000,60399.9,60482.2,60250,60250.1,5.447259029999994,20.6142244310004,13.748398300248624,37.35346697057278,24.751000304300998,-386.64839285714453,0,11789.58633935281
1636200900,60250,60598.6,60129.8,60532.9,29.265397759999964,17.344448476000405,11.615866800718996,35.536565663001156,28.281833666870153,-409.16085714285805,0,11810.648935778203
1636201800,60540.1,60630.1,60450,60486.4,15.62428665,17.367086387500404,11.970114080422297,33.39358993369141,31.25131585243833,-428.9157142857146,0,11801.340296369292
1636202700,60477.4,60477.4,60256,60327.6,19.91902164,18.116279158500404,11.05192295253641,37.29090201565161,35.07149941172349,-470.7664285714286,0,11794.304761173953
1636203600,60327.5,60549.2,60286.8,60549.2,6.74820914,17.127870974000405,12.454507025156826,34.084231434645496,38.27796079009445,-433.2088214285712,0,11801.052970313953
1636204500,60549.9,60694.3,60442.6,60559.9,18.645943309999982,17.476979629000404,16.141494261329477,31.30356245647366,39.92794061640274,-400.24939285714237,0,11799.786201817325
1636205400,60560,60560,60457.7,60555.6,2.2127472100000003,17.304778059500403,15.584976487489044,30.224295034913588,41.218902184868774,-364.2552499999997,0,11801.808605181304
1636206300,60560,60599.5,60504.3,60578.6,8.015331110000005,17.613810548500403,16.450222214351847,29.214844864501416,41.81346181092733,-315.4991785714295,0,11806.3045997325
1636207200,60578.8,60674.6,60374.6,60385.2,6.1386763099999975,17.7100238920004,14.77551004233439,30.641994781756594,42.12761450988164,-294.3708928571438,0,11800.599723215075
1636208100,60385.2,60514.1,60385.2,60472.1,33.64089886000002,19.258360065000403,14.11079393352449,29.26348212945938,41.781177093817675,-244.82792857142974,0,11812.317926153895
1636209000,60482.4,60737.9,60468,60642.3,3.7171407899999998,19.074571173500402,20.44817449997777,26.568277344562237,39.046616113372295,-160.83510714285774,0,11813.40180529496
1636209900,60642.3,60744.5,60642.2,60662.1,8.230783870000002,18.762152989000402,19.94104726108261,25.605648270356333,36.7911012562235,-79.19450000000086,0,11808.373222774188
1636210800,60662,60763.9,60630.6,60742.9,8.635024659999997,19.0960292565004,19.68038587359949,24.366758854394707,34.69362251503298,20.293964285712605,0,11814.28753448805
1636211700,60749.7,60795.7,60670.9,60682,8.334828900000003,19.1972689755004,19.95018284292857,23.233372095885883,32.16678904560023,95.82657142856897,0,11807.435343421223
1636212600,60682,60749,60623.9,60748.2,4.297539749999999,17.6445059010004,18.99633814812563,23.918822610438216,29.686652128506946,171.43857142856882,0,11811.677918634052
1636213500,60750,60792.9,60712,60712.3,4.04461779,15.478378261500401,20.132825446095286,23.1480588940029,26.560658619306604,216.97628571428402,0,11807.663298009367
1636214400,60712.2,60859.7,60634.6,60810.1,10.522448379999991,10.746824660500398,18.360000666002225,24.13751899686911,24.158439015336683,257.6524999999969,0,11813.54857677899
1636215300,60810,60835.1,60605.4,60636.2,12.194930439999995,10.890501978000398,16.740096827066463,23.129465434100716,21.426210178725174,280.6808214285678,0,11804.624032560601
1636216200,60636.1,60699,60500,60524.9,3.24019732,10.727972479000396,15.46689719220405,25.398649906452516,19.842400840328185,263.4702499999962,0,11802.194698690531
1636217100,60575.5,60646.6,60566,60646.6,4.090786530000001,10.648303472500398,14.72910010109462,24.18709145447465,19.295713561950812,263.8340714285663,0,11806.285485220531
1636218000,60646.5,60800,60646.5,60800,13.909597969999997,11.071420419500397,19.913989094757,22.71527318650686,17.482439420308786,269.9255714285666,0,11820.19508319053
1636218900,60799.9,60865.5,60727,60730.5,6.357530509999994,9.9260270570004,21.442457666527744,21.447136862643585,15.48659672885452,275.1632499999955,0,11814.158871912083
1636219800,60730.5,60731.8,60690,60690.1,4.697613800000002,9.3796934145004,21.060316293858435,22.64243233930882,13.249842487515965,262.6797142857097,0,11809.483734733136
1636220700,60690,60795.5,60690,60750.6,11.88743619,8.978114142000399,22.876948807838534,21.596292916321165,10.960190731599877,238.16639285713782,0,11811.2527655216
1636221600,60750.7,60826.7,60732.5,60826.7,16.643935040000006,9.4729004370004,23.31270539837942,20.677641765602825,10.458273312452045,238.19535714285095,0,11827.8967005616
1636222500,60826.7,60850,60740.1,60826.1,9.13778082,8.9974923125004,23.205576740785894,19.628601300543735,10.166404875815186,237.10478571427893,0,11833.060087175994
1636223400,60826,60850,60782.2,60850,8.92344961,9.3330274325004,22.44891247373431,18.988571475720658,10.00292651283418,235.4368571428496,0,11841.983536785994
1636224300,60849.9,60849.9,60736.5,60799.5,3.9373676700000018,9.1291292605004,21.202535251680466,20.169813767961557,9.638161812321432,222.4034285714214,0,11842.42102208266
1636225200,60799.9,60942,60799.9,60860.4,14.296357800000004,9.5370133350004,24.235043579785597,18.76142152574998,9.728171165903063,193.73071428570861,0,11840.298199073653
1636226100,60846.6,60925.3,60803,60910.3,6.04076613,8.1570066985004,22.7657773519946,17.62399740920629,10.139866660642708,173.10257142856724,0,11844.857174656638
1636227000,60913.4,61000,60869.9,60999.9,19.05397148000002,8.923848233000403,25.016145896980685,16.479447189668488,10.638265857167593,178.6142142857112,0,11863.881854866107
1636227900,61000,61226.9,60999.9,61212.1,34.92743356999999,10.2586807180004,33.16641716699565,14.687182428433182,12.251873360094054,212.14696428571045,0,11894.254874190856
1636228800,61212.2,61299.5,61167.5,61224.9,33.26995900999999,11.490427435500399,34.5586199486343,13.750664753450822,13.59250809592284,247.32535714285387,0,11889.919697713796
1636229700,61225,61400,61163,61316.1,45.88024409000005,13.3676981950004,35.41984485106254,12.241393049867282,15.330234870826375,285.5465714285692,0,11903.315954637965
1636230600,61315.4,61442.7,61222,61265.3,16.988324629999973,14.0022374390004,33.82613549006938,11.027552754586269,18.491485591275385,316.7472142857123,0,11892.99364230048
1636231500,61265.2,61265.4,61194.4,61207,5.0327998099999975,14.051646540000396,32.702682799381435,11.952379406338004,21.80984742691469,329.560249999998,0,11889.747132000508
1636232400,61207.6,61349.5,61207.6,61349.4,7.76851583,13.913949912500396,34.46521210722293,11.151827241009627,25.201745412767345,372.4902857142853,0,11897.504698548155
1636233300,61349.4,61505.8,61349.4,61489.6,60.52350120000004,16.330378450500397,39.26808755654533,10.333740445665104,29.162718086372454,415.3305714285716,0,11945.490083131272
1636234200,61489.5,61489.6,61402.9,61456.6,12.557888430000002,16.796263006000398,37.62051293145991,9.900166783184595,32.9015132484403,427.5595714285707,0,11948.48833331006
1636235100,61457.9,61530.7,61435.8,61436.9,4.19748794,16.801598076500397,37.88858368696497,9.433599198031219,36.60005458739268,432.87335714285734,0,11944.388152782789
1636236000,61446.8,61531,61445.5,61516.9,12.567747109999997,16.734505533500396,36.088489625027016,8.981603773738806,40.29956111987482,457.9910000000019,0,11952.810748214404
1636236900,61517,61517,61388,61394.1,15.490933489999998,17.191175682500393,33.70437226075061,11.332924114671298,43.66934656016452,444.08607142857323,0,11938.784848744388
1636237800,61394.2,61453.3,61382,61453.3,2.6518783800000016,17.088888911500398,32.42916947224374,11.222530212477885,46.23013757091786,431.1473214285736,0,11941.436727124388
1636238700,61452.5,61459.6,61399.4,61400,2.583470370000001,16.623690620500394,31.6986904325813,10.849292039173024,48.82097217972973,404.38575000000185,0,11938.904754502628
1636239600,61399.9,61446.1,61349.3,61366,4.97596096,16.040291916500394,29.972525987821662,13.076893440059076,50.15486643361902,371.9314285714295,0,11935.64570569205
1636240500,61370,61458.3,61364.5,61451,15.20553498,16.343679624500393,29.060237954965995,12.373734038671694,50.2731759203188,351.5929642857149,0,11948.484494289234
1636241400,61453.3,61463,61401.2,61405.8,5.733410600000002,16.184177674000395,28.27176240756363,11.918998105186262,50.102854277562564,320.7959285714286,0,11943.604601124835
1636242300,61403,61550.1,61398.2,61536.3,32.83966543999998,17.629292562500392,30.848795589340703,10.862336934277128,50.051761708219466,301.3238571428576,0,11970.477349078701
1636243200,61535.4,61584.6,61488,61580,20.697631069999968,17.94935622600039,31.12729718512734,10.240574667273847,50.027577609827226,285.4411785714278,0,11989.203777189654
1636244100,61582.3,61589.2,61388,61388,9.895115060000004,18.14207367250039,27.585544826749814,14.730583839372544,48.878321901376644,228.18042857142765,0,11979.308662129653
1636245000,61392.3,61459.8,61392.3,61459.5,3.43247795,17.36099899600039,26.429825880534324,14.113433990098226,47.39772537944514,183.26624999999777,0,11982.710629164541
1636245900,61459.5,61953.4,61459.5,61953.4,28.10429621999999,17.01984212850039,43.8407324954801,10.77062925163026,47.556448685402934,218.18474999999594,0,12010.814925384542
1636246800,61953.4,62385,61953.3,62168.2,114.80558749999989,21.096623553000384,54.07460130919662,8.807094193416216,48.53181595837791,265.81282142856605,0,12010.309642511596
1636247700,62189.8,62282.1,62122.4,62122.4,38.782829779999986,20.74175283750038,50.413183755525026,8.210761562275227,49.378818794847966,302.2935357142813,0,11971.526812731596
1636248600,62121.5,62159.6,61922,61937.1,16.748672259999985,20.72977021900038,45.47922830647111,15.661892154250134,48.566262671517954,293.11142857142215,0,11956.906970026528
1636249500,61937.2,61988.5,61860.8,61885.4,5.25178144,20.74071930050038,43.041062553082625,17.39152517543124,48.04983855211625,264.6321071428499,0,11953.678584411493
1636250400,61898.5,61963.6,61840.1,61848.2,9.17188950000001,20.81088798400038,40.764929829075925,17.358188291969608,47.45623086628048,234.39317857142012,0,11945.709809161695
1636251300,61848.2,61912.5,61826.2,61877.2,5.252516019999998,18.04733872500038,39.204725296912024,17.310286182469987,46.72329100450698,222.2587142857039,0,11946.665365378543
1636252200,61893.2,61992.9,61893.2,61981.4,3.9101498200000013,17.614951794500378,40.79062402894152,16.403828957460508,46.96552882670882,225.1660357142744,0,11949.673474618203
1636253100,61981.3,62150,61981.2,62000,9.724072100000006,17.89128100250038,44.764817928153995,15.156805796369232,47.61829405153576,225.39764285713144,0,11942.115428057066
1636254000,62008.9,62065,62002,62064.9,2.25793521,17.375790407500382,43.3967364724667,14.69359057742773,48.241391306840846,242.31099999998852,0,11944.366195218781
1636254900,62065,62065,61971.1,61971.1,5.168208710000001,16.859654168500384,41.427054507426405,15.520272786858019,48.06826043146152,227.24582142855957,0,11939.197986508781
1636255800,61989.9,62150,61987.1,62150,2.970440260000001,16.87558226250038,41.94549190062328,14.198070796457296,47.9919792360122,247.79642857141644,0,11942.168426768782
1636256700,62149.9,62230,62130,62218,2.5455725799999995,16.873687373000383,43.80183949909649,13.505470735588618,49.59827235423502,269.0421785714153,0,11944.103061929582
1636257600,62218,62332.5,62217.9,62230,24.023788289999985,17.82607873950038,46.393487162277246,12.738563316678267,51.49373410608076,281.00710714284264,0,11925.152359822985
1636258500,62241,62241,62214.1,62214.1,2.6220777900000005,17.19690588000038,45.7369597692089,12.75820290297472,51.19539493560346,289.8777142857004,0,11922.530282032985
1636259400,62214.2,62295,62178.5,62282,5.593553809999997,17.18991304050038,45.77503577265903,11.968277956277515,50.23526991281147,300.51028571427264,0,11926.875489069938
1636260300,62282.1,62282.1,62234.3,62241.6,3.3591395200000025,15.71588674450038,44.556074519505756,11.649570021932558,49.27514489001947,307.1391428571295,0,11924.542362876131
1636261200,62241.6,62243.1,62150,62150,5.3032139900000015,14.946165890500385,42.199017873521136,15.823357654136988,49.03869366565727,295.5049285714148,0,11919.23914888613
1636262100,62150.1,62172.9,62009.3,62011.8,40.47011969000004,16.474916122000387,38.358875974161116,22.209706609851644,47.91150761308508,234.43632142855802,0,11880.005891044846
1636263000,62001.3,62097.1,61985.5,62071.8,9.687653709999989,16.787674910000383,35.95521922579133,22.154341821374963,46.7314209439209,181.85128571427282,0,11885.30111395085
1636263900,62076.8,62091.2,61980.9,61981,5.975931559999997,15.681256677000386,33.70707754495951,21.029877818640824,45.61851338751588,130.15121428570188,0,11879.336018168839
1636264800,61981,62076.2,61981,62053.8,3.6818373099999997,10.12506916750039,31.855699933059483,19.874801561362425,44.2272154446898,111.34299999998993,0,11881.285226156486
1636265700,62053.2,62068.3,62053.2,62066.7,1.8435816099999995,8.27810675900039,31.559605558497495,19.69006799875914,42.352143262641405,95.80171428570551,0,11882.738114974962
1636266600,62068.3,62105.7,61911.2,61954.4,6.147930450000001,7.748069668500392,27.95520515185814,25.77943871853629,39.11199061981913,45.84967857141993,0,11879.321193218433
1636267500,61928,61938.9,61833,61868.2,16.674864659999994,8.319223829500391,25.962122015764844,28.533995415851255,36.19962182450759,-21.768892857151286,0,11873.731413280471
1636268400,61867.1,61925,61800,61800.1,5.156351130000003,8.11844691100039,24.060016271425475,28.3776489917639,33.257591269296064,-103.44889285715112,0,11868.58331231228
1636269300,61804.9,61906.5,61804.9,61897.3,10.48313049,8.37997763450039,22.54583753877649,26.591746933296122,30.069544076094605,-159.93785714286383,0,11877.167923107241
1636270200,61896.4,61961.1,61836,61959.3,3.3790629199999995,8.35342328950039,24.103061567272377,24.62915042578125,26.081307674085053,-191.50553571429202,0,11880.449746806522
1636271100,61961.2,61961.2,61770.6,61803,15.962211449999993,8.665330257000388,21.499527108410767,25.67513566135849,22.68650585189625,-244.7645357142905,0,11869.914352260825
