time,open,high,low,close,Volume,Volume MA,DI+,DI-,ADX,Plot,Plot,adl
1562025600,10578.7,10947.3,9666,10837.3,15317.90208157,10893.272656392986,22.571198067768574,17.775098038818342,46.68468302928523,1444.4293214285647,0,968.3438657661047
1562112000,10837.2,12037,10807.3,11979.8,16124.01059856,11411.356098529986,28.075371842558933,16.293701396324266,46.48742450453095,1341.502285714278,0,970.5185114074309
1562198400,11984.7,12064.4,10601,11148.3,7856.44947708,11441.288209169486,25.36604910856631,16.08174553796999,45.47599986806817,1086.6163214285646,0,972.693157048757
1562284800,11145,11482.9,10736,11006,8055.47677022,11579.365253265485,24.08835620971966,15.271704841960146,43.531564808923925,814.1907499999925,0,971.917307999281
1562371200,10988.7,11728.5,10945.6,11233.5,5353.34388748,11219.444484979987,24.48014041038147,14.450082042653762,40.93498228381914,562.9404999999922,0,971.1414589498049
1562457600,11234.2,11631.2,11000,11480.7,4621.20557975,11028.667662791986,23.38765169877334,13.805210271137454,38.28706375233524,387.83328571427955,0,970.3656099003289
1562544000,11481.5,12404.6,11323.7,12298,7494.97812687,11087.374961883486,27.050164572781014,12.755423387216256,36.36394509910077,328.27574999999433,0,967.9080969138444
1562630400,12299.7,12826.5,12127,12570.5,8812.26490224,11307.577056659986,28.72432538064048,12.113455856689379,34.30381437257968,308.87007142856464,0,968.8504344329955
1562716800,12562.9,13197.8,11555,12096.2,12774.39518086,11622.533615648486,25.480829141281568,14.677277857957256,30.463880285803857,190.73128571427947,0,971.5179022613647
1562803200,12096,12096,10957,11343.5,13431.16269014,11839.106404968485,23.499224305972994,17.618146575431915,28.18138081884485,-22.734178571434768,0,971.6062906090131
1562889600,11346.1,11930.2,11091.3,11798.1,7210.30042024,11557.497132847984,22.134135328493294,16.59469416778666,25.89888135188586,-115.27882142857811,0,974.5934425842357
1562976000,11804,11844.5,10800.1,11381.5,7153.01536348,11617.974455167985,20.534800915628047,17.410277718113658,23.18289504152509,-258.88367857143544,0,977.5805945594584
1563062400,11381.5,11461.1,10275.1,10621.1,7554.98168904,11722.852903326484,18.867571955962635,19.590740763372384,20.9647807974177,-500.46535714286415,0,980.5677465346811
1563148800,10622.7,11078.3,9789,10840.4,9896.55364709,11636.486513501985,17.229849825038183,21.162868900144442,20.515991999782045,-603.4446785714356,0,980.1084672079093
1563235200,10840.8,11038.1,9365,9420.3,14549.88976143,11082.064993166485,15.365897750524441,21.61499321700212,20.87390898770043,-819.7482142857216,0,980.881959676063
1563321600,9420.5,9979.4,9099,9703.9,13073.68165922,10483.947615590985,14.478304918433047,22.111678018233356,20.467346884457328,-1074.0507500000072,0,978.3978219643127
1563408000,9701.3,10800,9250.1,10636.6,13028.99664647,10444.619955503487,18.275131570468496,19.929181146502163,19.17659615473486,-1000.6041785714356,0,980.1219092777108
1563494400,10647.2,10775,10122,10535.2,7418.36136261,10266.002480270487,17.49177412575084,19.07492341609727,17.885845425012395,-962.0349642857211,0,978.4363026090986
1563580800,10530.8,11210,10379.5,10774.9,6939.80734523,10065.008578747485,19.42636315715439,18.01714068780475,16.31437412760402,-971.3721071428643,0,976.7506959404864
1563667200,10774.7,10842.2,10188,10595.3,5461.71221755,9606.424470356487,18.553559617319333,18.522825907762115,14.479995420542798,-1031.556285714293,0,975.0650892718742
1563753600,10595.3,10685.1,10071,10323.9,6592.61341474,9170.160037014986,17.747485339551208,18.545828101222252,12.07201709201844,-1116.538321428579,0,974.2042715244708
1563840000,10324,10328.9,9800,9840.6,7956.17264384,8761.768139278985,17.060026541745845,19.812193958387372,9.699789784136087,-1166.5787857142932,0,977.1761158015283
1563926400,9840.6,9919.6,9500.1,9769.8,8280.4741517,8782.969373009986,16.51364517710192,21.467274534171178,8.709780804631249,-1285.0395357142934,0,980.8295208462849
1564012800,9770,10187.4,9734.6,9878,5604.36102566,8660.413585781986,18.043713256449387,20.69676540379089,8.17728955771038,-1376.3725714285792,0,977.1987088573595
1564099200,9878,9911.3,9625.2,9852,4322.50316393,8608.871549604486,17.61353976314834,21.11496850549678,7.80141906780023,-1444.538285714294,0,980.273915606787
1564185600,9850.9,10204.6,9269.1,9471.8,6349.4388301,8695.283212121985,16.249380271710766,22.427755563668153,8.354269150575647,-1537.396964285722,0,983.3491223562145
1564272000,9472.8,9630,9120,9531.7,3862.18796917,8513.643704236983,15.542648527745225,22.723834768777415,9.56040196874476,-1510.3146785714364,0,986.424329105642
1564358400,9536.2,9709.7,9375,9499.9,4104.96177138,8278.278547693986,15.789269612557616,22.04616052249428,10.009897789125109,-1427.1468571428654,0,987.1411006647107
1564444800,9495.4,9766.1,9381.3,9594.1,3996.7021489,7839.393896095984,15.748949655113003,21.261124433326497,9.866722080268227,-1291.0435000000082,0,989.2287628340603
1564531200,9594,10135.8,9575,10090.1,6053.24719948,7470.498121562984,18.404666117599163,20.13578669325831,8.697420451202953,-1111.2131428571515,0,986.4155834059711
1564617600,10090.3,10530,9882.4,10408.9,6551.39620918,7437.552911009984,21.0273065939267,18.892235889054394,8.770202657363962,-819.3819642857229,0,983.0147321193541
1564704000,10408.9,10665.4,10327.9,10531.5,5197.74329924,7339.789307797985,21.66686732096482,18.259340912648238,9.070565272197557,-525.6388214285796,0,980.4734070056913
1564790400,10532.7,10928,10507,10809.9,3958.34360288,7159.957403489985,23.419973054876106,17.473003646069813,9.840505849672015,-253.556035714294,0,977.9320818920286
1564876800,10809.9,11078.7,10539.9,10972.4,4985.1575483,6914.387598550484,23.6748818164935,16.494009327010584,11.111492125605938,47.70392857142042,0,975.3907567783658
1564963200,10977.6,11940,10973,11799.6,8445.60182914,6609.173201935984,30.062790353876373,14.881466387981437,13.367093640559613,321.37417857142054,0,968.1781470474547
1565049600,11799.6,12340,11200,11458.8,10980.21555217,6504.499896583484,30.617320311403954,13.23921054408089,15.66429649693774,498.83607142856295,0,971.7042402585502
1565136000,11458.1,12173.8,11387,11962.7,9515.90980734,6328.845554626984,28.296349481851223,12.235601437647317,17.56304592321196,826.4790714285637,0,970.2969761906287
1565222400,11973.3,12065,11472.6,11982.6,5499.71191519,6232.913082255984,26.657790648982587,11.527073547009827,19.90423439271476,1116.67535714285,0,975.2586715715073
1565308800,11992.9,12042,11660,11857.6,4971.54476597,6134.499953292984,25.627246569496837,11.081456820774443,22.088802105206838,1374.1959642857078,0,972.3656853341793
1565395200,11859.6,11975,11230.2,11284.7,5072.23506532,6115.026095681484,23.703221268669825,14.581960709919667,22.649536932009116,1481.3521071428506,0,969.4726990968512
1565481600,11280,11581,11101.9,11526.7,3241.20661404,5947.455755646484,22.531382510440913,15.184976062528706,22.7003784598378,1585.1085714285646,0,966.5797128595232
1565568000,11539.7,11550.2,11235,11384.2,2521.1123536,5675.702741134483,21.76887997250398,14.67108914143879,22.9104439116151,1588.6290714285653,0,962.8114241232398
1565654400,11386,11442.6,10751,10857,5528.28496611,5538.093281854984,20.156999626419207,18.76664280552782,22.101750808877256,1458.3832857142797,0,966.6725180067152
1565740800,10855.1,10862,9900,10018,9321.07580358,5723.929020750984,18.144455439605764,25.725220952209593,23.01521489374013,1165.5375714285656,0,960.0258814303875
1565827200,10018,10450,9490,10304.5,11725.54421272,6094.081073190484,16.386212202222737,27.370927134641903,24.426314070546198,918.8604999999941,0,961.6284362089151
1565913600,10300.9,10535,9728,10362.1,8443.90114207,6198.804188788984,15.914139034268587,25.163468819440943,25.425039719638043,636.1486428571367,0,966.3037944154031
1566000000,10362.2,10475,9999.9,10211.8,3751.97199132,6193.293389896484,15.139989671351806,23.939382281463683,25.994607922933657,308.61328571427896,0,970.9791526218911
1566086400,10211.8,10502.4,10065,10326.4,2908.43736041,6133.467169347984,14.731608246676945,22.837903155219752,26.258900070357804,-6.94760714286349,0,975.6545108283791
1566172800,10325,10950,10267.5,10921.8,5196.35981986,6193.450052895983,18.38105028965425,21.198880983560365,24.354701806406702,-190.27725000000623,0,979.4400222980987
1566259200,10921.4,10959,10560.1,10759.9,3828.56520889,6082.2159533664835,17.684131399827624,20.282661327840277,22.01322396253914,-361.7265000000068,0,977.1098239028106
1566345600,10759.9,10800,9853.2,10125,8840.09524386,6196.650905100483,15.924829559279308,25.69257955570014,20.859326729171947,-613.4157500000067,0,980.7297916743062
1566432000,10125,10233.9,9752.2,10107.9,6371.05725832,6255.3166030544835,15.10166882419471,25.448333523572984,19.85153460739563,-829.1625000000067,0,979.2870052545402
1566518400,10105.2,10478.6,10037.7,10406.3,4021.567157,6258.477780760482,17.060242486055213,24.214562364919676,18.259282837913144,-937.2739642857214,0,974.3117578818207
1566604800,10407.5,10421.4,9883.4,10140.5,4180.40112259,6218.239959474982,16.03844598365391,24.4820305700725,18.045947284756295,-1057.8676071428642,0,969.3365105091011
1566691200,10148.7,10398.6,9910.1,10134.5,4209.49104422,6006.434420228983,15.151105086887185,23.127541052642993,18.143074718818646,-1090.450357142864,0,964.3612631363816
1566777600,10142.1,10697.9,10142.1,10364.6,7297.68866568,5822.308075904483,17.592706944117317,21.640469553163854,17.488728699326654,-1085.771964285721,0,967.7216403222732
1566864000,10364.4,10387.9,10033,10177.3,3401.11595726,5516.568383400483,16.85740299412518,22.020837144030306,18.182230677841694,-1036.0088214285786,0,964.7661887700478
1566950400,10180,10297.7,9533,9716.1,6687.99385334,5575.982480307984,15.367033217504336,25.854690680806524,18.765221354331295,-1034.1067500000074,0,968.1004228825716
1567036800,9714.9,9714.9,9307.8,9484.3,5907.22044466,5622.766264242483,14.623618446549,27.272184296170927,19.12855771108975,-1034.5788214285785,0,972.3484785568177
1567123200,9484.7,9708,9350.5,9578,4391.33914057,5588.721468004983,13.985641624576816,26.082395221113597,19.676687186889847,-1017.752428571436,0,974.0124219101183
1567209600,9577.9,9690,9400,9604.3,1980.08707079,5525.665490842483,13.472195289205995,25.12484814508666,20.22481666268995,-943.5853571428647,0,975.6763652634189
1567296000,9602.1,9850,9540.8,9764.9,2143.79286394,5506.799516359484,15.020347256996683,24.108575167827137,20.342643672001156,-822.4244285714359,0,977.3403086167195
1567382400,9765,10490,9752.8,10389.5,6360.47932096,5548.409234101984,21.775208528170417,21.840298494477462,19.84477894177749,-599.1616071428647,0,979.0042519700202
1567468800,10389.6,10785.6,10271.6,10614.6,7101.50581787,5437.430734816484,24.13312839844697,20.399180071944514,19.954821071854273,-422.9317500000072,0,976.2795661085898
1567555200,10619.7,10892.1,10319,10584.9,6149.09377268,5158.608212814484,23.725681935778862,18.901594922406282,19.086717892669014,-242.85639285714973,0,980.4959363221477
1567641600,10585,10662.4,10457.3,10574.9,3484.58759942,4910.642535681985,23.072852047056376,18.381503396975198,18.07250960189287,-74.49192857143566,0,984.0195118379532
1567728000,10577.5,10947,10145.3,10311.8,8328.94549932,5139.491211081985,20.677792056954736,20.513206338209805,16.862951352660914,9.765321428563993,0,985.5945909841995
1567814400,10307.5,10569.1,10307.5,10483.4,2190.03854856,5103.571270489485,19.950062661048488,19.791269333742022,15.403076043509332,123.21574999999223,0,987.1696701304458
1567900800,10483.3,10599.1,10240.9,10408.6,2078.25440436,4947.665999714486,18.96580336914915,19.732149602232482,14.056112189643537,266.4021071428498,0,988.744749276692
1567987200,10398.9,10523,10051,10314.5,4756.56870284,4994.066174411986,17.724867448737328,21.07352725235607,13.935664362456505,373.14332142856426,0,991.3325996775014
1568073600,10309.2,10388,9938.1,10094.5,4301.38332911,4767.130578674486,16.609318567094476,21.326592789107966,13.875222410030295,371.24903571427876,0,993.2965606896254
1568160000,10097,10250,9886.5,10160.7,5419.95480161,4719.575455838986,15.746983425228258,20.956346152672328,13.07172933674485,369.7765357142789,0,996.786682805104
1568246400,10161,10479.9,10040.1,10420,4997.36568605,4768.365382291487,18.061406367200973,19.628502532154013,11.212253222904407,435.24892857142186,0,997.6074654867721
1568332800,10419.8,10455,10150.5,10362.1,4220.0572108,4770.348186701986,17.24660501604681,18.743005021097755,9.352777109063963,453.15074999999354,0,995.7409524362573
1568419200,10362.2,10440,10262,10363.2,1846.15553843,4652.181411412486,16.77032853539125,18.225404457969415,7.493300995223519,459.8754285714224,0,993.8744393857426
1568505600,10363.5,10380,10270.1,10311.3,1231.07158466,4348.850557361487,16.46794557459864,17.89678526902429,6.131265114936821,473.8020714285652,0,992.0079263352278
1568592000,10311.3,10374.7,10000,10260.6,3342.93445037,4345.941482016986,15.445393562726625,21.2614786279661,7.252368002684643,458.06621428570816,0,993.6197697568065
1568678400,10260.7,10276.3,10134.7,10190,2862.78629,4154.681103849986,15.064704118891925,20.737437564129653,7.785215773791614,377.93092857142267,0,994.8949827681497
1568764800,10188,10259.9,10041.8,10157.6,2947.26591832,4006.683377532987,14.472996177028492,21.595959306599926,8.387450112677042,261.9250714285656,0,993.6552097901263
1568851200,10157.7,10375,9633.8,10274.4,6317.87392557,4103.010116782987,12.653973397739831,25.80007513785046,10.020994416673783,171.11974999999427,0,994.9743003859536
1568937600,10274.4,10310,10069,10173.3,2961.73065356,4152.092295921488,12.12055438626541,24.712491803871252,12.434348326832515,48.231821428565354,0,996.0302569417776
1569024000,10173.8,10175.1,9903.7,9978.4,2132.1926068,4151.512283064488,11.531048874347235,26.47284981247957,15.21412888609933,-102.37400000000588,0,997.0862134976015
1569110400,9980,10080,9850,10029.1,2116.0515793,3939.290895981487,11.040959941133686,26.340031058470505,17.996063281859012,-168.73382142857724,0,998.1421700534255
1569196800,10029.2,10045.4,9615,9686.9,4041.35507992,3786.2833590839873,10.169892917162802,28.569606293902222,20.772140321072857,-265.0443214285773,0,999.9408623888868
1569283200,9696,9776,8046,8536.7,16440.33946453,4300.845643676487,7.5809303589018855,44.384600879737555,24.942739175559836,-481.3835000000057,0,996.9508505260055
1569369600,8535,8743.6,8000,8439,10164.48731739,4634.840629574986,6.781775803461302,40.35785385721083,29.01657480983619,-680.8796785714349,0,999.4466485213545
1569456000,8439,8465.7,7730,8060.3,10823.01951252,4759.544330234987,6.096968643939597,39.988466628991226,33.972483150320436,-913.4076071428635,0,997.620003054011
1569542400,8063,8290,7850,8196,7405.79814858,5020.332310235986,5.724653523398815,37.54654644821206,38.928391490804685,-1070.0250714285773,0,996.3091077103845
1569628800,8195.9,8426,8024.9,8213.5,3817.20446725,5107.279813380486,7.318585708603623,35.42297713732723,43.328132711961835,-1192.9034642857205,0,994.998212366758
1569715200,8214,8240.3,7909,8053.1,4937.63306462,5116.333031469486,6.968027794930641,35.40192147237921,47.82461600706717,-1320.2962142857214,0,993.6873170231315
1569801600,8053.3,8363,7655,8310,7532.44669163,5277.886199595486,6.276159987677676,35.44896439763999,51.6868990290296,-1389.177607142864,0,995.7594120937428
1569888000,8310,8540,8201.8,8323,7856.25020541,5399.700969785486,8.514492288982508,33.72627623076982,54.81841519345425,-1427.373892857149,0,992.30426331296
1569974400,8323,8389,8168.2,8382.3,3884.72475803,5344.068923384486,8.233184902145531,33.114767537684806,57.70612314688022,-1404.7092857142925,0,987.4513544288286
1570060800,8382.2,8411.7,8070.1,8238.1,5094.88696861,5387.810411274985,7.803626394176813,32.88535990975971,59.66726884882649,-1389.2397857142923,0,990.0988713398968
1570147200,8245.4,8248,8001,8152.2,3921.00659749,5491.552964227985,7.498963562544923,32.69368129463247,61.702867014276414,-1361.4212142857202,0,993.9236413956494
1570233600,8155,8211.4,8023.3,8148.4,2165.33338854,5538.266054421985,7.266308055565375,31.67935912421655,63.37203853061825,-1313.2210714285782,0,997.7484114514019
1570320000,8150.8,8181.6,7780,7863,4761.79735033,5609.209199419985,6.782480874390896,33.60388626964049,65.19236844031238,-1297.7588928571497,0,1001.5731815071545
1570406400,7863,8316.2,7769.7,8213.4,6458.49396534,5788.994583186986,8.369150193852754,30.616363598036923,65.87589209783789,-1199.411857142864,0,999.1978338646474
1570492800,8213.4,8348,8112.1,8189.6,3839.86688141,5833.624631341486,8.571999831742934,29.40126860515048,64.73512184138046,-1092.3496428571489,0,995.4720872121209
1570579200,8180.2,8690,8118.1,8590.8,6095.51566733,5822.506718429485,13.381809455535878,26.64081201824714,62.01382975572681,-882.4726785714352,0,998.0581073203181
1570665600,8589.9,8660,8456.8,8588.6,4491.79646465,5899.010008983985,12.917733092372655,25.71691819101672,59.12727171405025,-670.987714285721,0,1000.4506811329347
1570752000,8588.6,8932.5,8230.3,8270.6,6675.28436003,6126.164596645485,15.877053719524062,22.77725367036723,55.14944793530022,-528.282571428578,0,1005.0465076768354
1570838400,8269.3,8419.9,8265,8305.1,1335.91444356,6087.157739858486,15.457306392640827,22.175083298535508,51.72779127587729,-362.90632142857794,0,1009.6423342207361
1570924800,8305.1,8470.5,8144.4,8280,2659.77926754,6018.078949239485,14.583217802258709,23.012422725982972,48.53579591293918,-214.27925000000596,0,1014.2381607646367
1571011200,8280,8421.6,8214.6,8354.6,2175.19513106,5304.821732565985,14.040458643740338,22.155944864677974,45.14322871021352,-87.75746428572074,0,1012.7095867685415
1571097600,8354.6,8419.1,8060.5,8164.5,3446.28557862,4968.911645627485,13.128856529080332,23.507508407067906,42.903437488429226,-18.07839285714931,0,1015.9653508877615
1571184000,8164.5,8176.2,7916,8000,4175.76513585,4636.548926793986,12.494929138344,25.05391877544782,40.99422154064398,-12.84667857143495,0,1017.0971599421241
1571270400,8000.1,8136.4,7938.8,8077.1,3371.34839504,4434.826439116985,12.020260197941381,24.10214730508546,38.980257879227146,9.089928571421979,0,1019.9884657237403
1571356800,8077.1,8113.9,7821,7956.4,4812.45299948,4484.588865728485,11.333003240392655,25.023598131034262,37.192509649834655,3.1021428571359593,0,1019.4138452583501
1571443200,7956.3,8104.7,7878.6,7958.9,2506.19289998,4363.016857496485,10.818782555424345,23.888184022490666,35.404761420442156,-24.197392857150362,0,1018.8392247929598
1571529600,7960,8305,7882.5,8240.2,3549.21261809,4163.855153819484,13.880209996058806,21.889470207358503,32.26041648967129,13.465857142849586,0,1018.2646043275696
1571616000,8240.1,8387.3,8136,8217.8,3238.66567053,3932.975927075484,14.840063062397594,20.775996903806373,29.374782168149704,39.98949999999206,0,1021.6237844223384
1571702400,8210.3,8325,8000,8020.6,4373.35868986,3957.407623666984,13.858250633153554,22.16998976523409,27.104611810709365,30.978535714277882,0,1023.7803890212917
1571788800,8020.6,8050.3,7302,7475,9256.00935576,4165.463743024485,11.90522688841206,32.19115517696169,28.02424328416714,-70.72157142857918,0,1026.4397257942621
1571875200,7473.9,7520,7360,7428.5,3888.4684821,4163.836837254984,11.531033369073082,31.179354078153644,28.943874757624922,-182.54235714286506,0,1024.830779033981
1571961600,7426.4,8788,7400,8665.2,11146.74642007,4612.907488831484,29.649868775027947,24.102064115691274,28.406022996047163,-65.03735714286478,0,1026.6581502919046
1572048000,8669.4,10580.5,8646.6,9258.2,21100.98544246,5429.866893437984,45.665334764585246,17.978728324157625,30.23825231461519,37.211785714278335,0,1028.4855215498283
1572134400,9261.7,9821,9106.3,9543.1,8972.37687837,5555.561039089484,41.471967240964986,16.327773264719795,31.74407826275023,201.02410714284957,0,1030.312892807752
1572220800,9554.1,9936.5,9187.6,9218.7,7774.23664903,5752.279527470485,39.02607869789003,14.794686352747547,33.35848453511954,279.314571428564,0,1031.9517077105747
1572307200,9217.1,9563.8,9030,9435.7,6435.95356884,5769.301422545986,36.402407857084725,15.784929504764628,34.15690189256238,422.2627857142782,0,1033.237999067362
1572393600,9435.1,9435.3,9000,9166.2,4885.88440327,5789.005819476985,34.37125107732132,15.288363612224657,34.512638086531176,505.6866428571355,0,1034.4753241868546
1572480000,9163.9,9459.7,8949.6,9146.7,5161.90035164,5713.336619057485,32.11215241239332,14.932918647590482,34.73188614615767,547.4341785714213,0,1032.092475869883
1572566400,9151.9,9323.4,9058.1,9258.9,3424.08898477,5817.745346117985,30.97196756720689,14.402705433672953,34.650466310256164,602.3793928571353,0,1035.9914817933218
1572652800,9258.2,9392,9204.4,9303.6,2319.64019001,5800.738392241486,31.11927160464457,14.023527219292713,34.66574829012695,656.7496785714211,0,1039.8904877167606
1572739200,9303.6,9383.7,9080,9209.3,1976.07497804,5790.782384590485,29.753632529554675,15.205672956845351,35.3776670297657,707.6084642857071,0,1043.7894936401995
1572825600,9209.9,9600,9130,9415.3,4162.41121149,5826.588666233985,30.862330540876393,14.169352067387178,36.835021019495784,767.3558571428498,0,1046.356593170798
1572912000,9415.2,9534.7,9175,9315.4,3879.89314136,5811.795066509485,29.220946704327545,13.41576848992612,37.834974011767756,775.7926071428498,0,1045.0605948488526
1572998400,9313,9444,9255,9338.4,2425.04943523,5764.480118518985,28.367247872072284,13.023822739176,37.196816669760146,779.8691428571352,0,1043.4197695405678
1573084800,9339.6,9375,9084.9,9205,2735.36761936,5660.625849512986,27.060428159032107,15.125032029357307,35.931749943442725,732.4299999999924,0,1042.1227140517099
1573171200,9205,9247.6,8675,8766,6097.43096545,5840.187752786485,24.646916680066777,20.160746476858947,35.90967382207637,591.4026428571354,0,1043.4667570617744
1573257600,8765.9,8877.2,8721,8812,1663.25145996,5745.889694879986,24.017614912839505,19.64598864523252,33.51751662056422,479.5314999999923,0,1044.810800071839
1573344000,8812.1,9147.6,8751.7,9039.1,2916.52294666,5729.782558686486,26.902698110047645,18.366016606028502,31.75719763326373,405.0579642857068,0,1046.1548430819034
1573430400,9039,9068.2,8610,8717,3855.37696814,5703.883472600485,24.882151856062144,19.309295022010023,29.442078213781095,246.49549999999226,0,1044.4283526444062
1573516800,8717,8868.1,8560,8812.8,3351.9603215,5408.681020887485,23.59869228587729,19.150382745510967,27.363432436056115,55.80149999999196,0,1043.4004403069061
1573603200,8812.8,8839.7,8709.6,8762.1,1944.95884718,5311.505539141484,23.057834536818227,18.711475674734203,25.36187888978802,-161.792000000008,0,1041.91582532899
1573689600,8763.9,8785,8561,8632.1,2648.09074564,4886.572755419985,22.117906629200423,20.65297229547765,22.998202521455834,-340.5103928571507,0,1044.143987325424
1573776000,8632,8780,8375.4,8456,4632.18232862,4063.132599727984,20.492945576052758,22.505801171498224,20.724249136864056,-477.31167857143635,0,1046.6077599282826
1573862400,8455.9,8530,8430,8485.1,1557.17076091,3692.3722938549836,20.09989225484987,22.07414141502445,18.353593936499983,-559.4592500000078,0,1049.0715325311412
1573948800,8487,8630,8363.5,8503.2,2173.98903092,3412.3599129494833,21.00895594221034,20.922436453348222,16.05704212660925,-631.7873928571505,0,1051.5353051339998
1574035200,8503.2,8503.2,8030,8170.1,5036.26610537,3342.3755397759837,19.103086425453235,25.417932306280232,14.422367602818813,-709.8164285714362,0,1049.5403113996738
1574121600,8168.8,8198.7,7987.2,8122.1,3917.41024362,3293.951831793484,18.303839081566128,25.201144267410474,12.906985391895095,-797.1923928571503,0,1048.5847783137679
1574208000,8124.9,8220,8030,8083.1,3329.92013303,3202.352820862984,18.027894223635876,24.220766494122113,11.30618123398801,-873.783035714293,0,1046.934721019117
1574294400,8083.1,8116.5,7399,7619.1,7275.88164828,3394.942454038484,15.565344928437671,32.925178645282585,11.842451899446875,-975.9708571428645,0,1044.861076883784
1574380800,7619.1,7719.3,6761,7284.8,13608.7453629,3959.3977126829836,13.009350944256672,38.45103637569599,14.658687501471693,-1077.3170000000075,0,1047.1184320117852
1574467200,7284.7,7339.9,7105.2,7322.6,3440.98677659,4032.6433026104837,12.469294389641341,36.85482036803921,17.474923103496515,-1150.3805357142937,0,1049.3757871397863
1574553600,7322.5,7344,6836.9,6903.9,5289.08708673,4088.977096372483,11.370933786552587,38.268929661614465,19.998386372981113,-1247.8343214285792,0,1051.6331422677874
1574640000,6903.9,7372.6,6525,7127.8,11883.52113364,4489.158495986483,9.814739345322653,38.06762476453234,23.31224852454169,-1263.1093571428646,0,1055.1844308346933
1574726400,7125.8,7340,7025,7161.6,5275.30004663,4631.671026556483,9.30506649576123,36.090798472245666,26.783616825867494,-1238.1430357142933,0,1056.6665648743387
1574812800,7161.6,7676.9,6854.5,7525.9,10280.36034579,5008.920662877984,13.338729080471335,31.49268532550079,28.932774063549346,-1128.3929642857213,0,1059.228186384614
1574899200,7523.8,7654,7373.2,7427.9,5150.76888594,4961.587558902484,12.741813266579676,30.0833695069325,31.58054225763758,-1060.6370714285786,0,1061.7898078948892
1574985600,7427.9,7867.5,7412.4,7756.8,5710.64889357,5163.957430582984,15.217456461221621,27.903866680466326,33.34761906150246,-918.4567142857211,0,1060.0175468839461
1575072000,7756.6,7810,7452.1,7558.9,3781.76974757,5207.219770628484,14.337723802544659,26.290723059209437,35.114695865367345,-781.1627857142928,0,1058.245285873003
1575158400,7558.9,7558.9,7228.8,7398.4,5458.62057674,5287.3819510584835,13.559133325863506,28.53647391194419,37.641339251055676,-686.5977857142924,0,1056.47302486206
