time,open,high,low,close,Volume,Volume MA,DI+,DI-,ADX,Plot,Plot,RSI
1611619200,32266.9,32932.8,30816.2,32501,8853.04385382,11537.520434879496,16.852884051418492,25.705420408586864,14.226722320385703,-5010.121535714286,0,48.63097329629374
1611705600,32509.2,32579,29255,30424.2,11177.08728048,11292.005288452996,15.629481130499245,27.248901111304075,15.421085255423113,-5517.989142857146,0,42.99349418321897
1611792000,30422.6,33872.1,29900,33430.4,8816.48779189,11036.347035317496,17.075530369576413,24.9208036096844,15.356060767622724,-5163.820785714288,0,51.71841308644562
1611878400,33430.5,38621,32000,34261.7,20784.44273084,11776.215302155997,24.342546422999376,21.606947240327344,15.236952729225807,-4544.21560714286,0,53.82309464044851
1611964800,34266.3,34902,32865.2,34296.5,5251.37596528,11356.018161433996,23.31541895412169,20.69524767350788,15.117844690828893,-3956.5696785714345,0,53.913664393524954
1612051200,34297.4,34373.2,32200,33122,4625.29985591,10278.909268650996,22.237277023458233,21.15368638592954,15.2890469061175,-3788.142428571434,0,50.32601987385326
1612137600,33121.8,34700,32325.3,33533.9,5477.65375934,9869.189552103497,21.79987399617286,20.061993362929037,15.393971253549697,-3640.552785714292,0,51.54383960483373
1612224000,33534.1,36000,33462.1,35500,6823.84641944,9558.365840023996,23.449561326583908,18.937180610682756,15.797613864711375,-2797.2521785714353,0,56.9670190274411
1612310400,35500,37676,35394.8,37670.9,7012.07882423,9387.881966374496,26.024549345099977,17.962320861013193,16.53964447253403,-1360.736785714295,0,62.021347117505144
1612396800,37676,38735.1,36202,36979,7172.17139342,9073.374007259996,26.93997827350633,16.920679371838695,16.628294043002867,-274.93182142857927,0,59.61794097761898
1612483200,36975.8,38340,36582.9,38296.7,4809.54280306,8872.513941224495,25.821404806966953,16.21811670497224,16.397455075577717,943.5611785714182,0,62.5911042465365
1612569600,38311.7,40986,38221.4,39257,9126.76729633,8877.957492498495,30.41515127879655,15.152107801544968,16.927484701159894,2143.4027499999906,0,64.63464537685576
1612656000,39257,39704.4,37410.5,38874.9,5135.54003709,8762.994137616493,28.727858217608848,16.272609558154937,16.933005748470297,3236.773785714274,0,63.156286501936364
1612742400,38867.1,46727.2,38075,46425.8,13645.82438631,9130.709116158994,38.3715434706961,13.28008262094642,19.25353051259748,5281.3817499999905,0,75.21890064307888
1612828800,46425.7,48222,45050,46502.8,10569.26592496,9201.152278489993,38.96406445509972,12.38113838090896,21.465815417408443,7026.318714285703,0,75.30768094325711
1612915200,46504.5,47340,43734.8,44847.5,6451.55893098,8549.186311813994,35.98275374131196,14.225096413178791,22.625573982908804,7793.031821428563,0,69.53999789452384
1613001600,44839.5,48703.6,44046.2,47962.8,7958.57095807,8187.175976616994,35.33771720756191,12.856530747404085,24.623158255938765,9067.239642857132,0,73.632907873174
1613088000,47979.9,48925,46263,47470.4,5329.28801848,8148.684679533993,33.82704608699016,12.137747860036354,27.568391912848405,9902.800428571416,0,71.98643054183535
1613174400,47438.2,48224.1,46285,47199.9,2631.80889729,8038.861722133994,32.40578670707907,11.627774628773128,30.51362556975804,10438.19799999999,0,71.04657552895367
1613260800,47199.9,49700,47038.7,48649.7,3553.11213783,7760.238363252494,33.75360820083325,10.947915377506014,33.97937096429698,10964.95482142856,0,73.07557602264548
1613347200,48655.4,49043.3,45710.5,47937.1,5337.99924266,7584.486132694494,31.28654584777783,13.060551962930248,36.61844522109938,11141.032749999988,0,70.46185811801155
1613433600,47937.1,50599.9,47040.1,49218.7,6164.84310657,7333.873923998995,32.25136174128037,12.047658863656906,39.11571842883803,11051.338678571417,0,72.37554775431545
1613520000,49185.6,52779.6,48967.4,52130,7315.05472229,7258.802270518996,34.297705872819876,11.058568950873985,41.46630107599687,11357.005285714273,0,76.15481928441557
1613606400,52130,52555.1,50904.2,51600.9,4118.2056143,6425.490414691995,33.03294007041379,10.650772001291443,43.49440084448431,11408.312499999993,0,74.1688547962911
1613692800,51590.5,56349.9,50683.4,55926.9,7713.05266355,6548.5742496054945,37.10382915354845,9.373131781915362,46.12454328578941,11907.122178571417,0,78.99255906840145
1613779200,55926.5,57500,53961.9,55938.7,5846.24681261,6609.621597440496,36.760653452367556,8.673511577426165,48.147671395386915,11960.662749999992,0,79.00407640801279
1613865600,55931.5,58339,55490.5,57478.3,3727.83573597,6522.1306962719955,36.31654658750488,8.146318373877586,50.69615081654517,11965.62646428571,0,80.50581609856462
1613952000,57475.9,57567.6,45002,54154.8,8995.88323567,6630.732537083497,28.179601606070175,25.023039910654344,47.65006744249619,11203.971142857143,0,69.0280415140709
1614038400,54128,54200,45000,48899.8,15286.70077677,7044.463634710497,23.948740288622368,21.269365964670552,44.375245721759846,9523.707071428562,0,55.543769495841204
1614124800,48899.6,51442.5,47015.7,49727.7,8106.98063383,7091.204096730998,22.220018467984886,19.73405276610042,41.70312254040938,7904.762785714282,0,56.96991552678651
1614211200,49726.1,52071.9,46702,47061.5,7523.45749188,7226.899831171997,21.315284202523248,18.033523859839573,38.96691860169694,5855.581821428559,0,51.266150865697675
1614297600,47072.1,48449,44120.3,46314.5,10050.93808767,7273.108370738996,19.831727172110202,20.929462273867433,35.78879905324113,3746.2131428571365,0,49.76289058361117
1614384000,46307.2,48350,45022.9,46170.2,4235.54896417,7228.108817092997,18.751436299300902,19.789374631926574,32.6106795047853,1599.276714285701,0,49.461174605269974
1614470400,46163.9,46706.2,43020,45245.4,6816.1859912,6886.626897337497,17.607070191282894,21.89763676686756,29.742336042058916,-259.63589285714806,0,47.47453274027199
1614556800,45234.7,49818.1,45046.8,49620.7,7070.92019864,6711.709611021497,21.340014385608068,20.18086436033804,27.00613774218903,-1164.9782857142945,0,56.39753321681282
1614643200,49615.3,50225.8,47050.2,48486.2,5796.81965376,6678.972647160497,20.88769946930969,19.107158471745695,24.06644943656804,-2355.3914642857217,0,53.84333672291543
1614729600,48495.9,52600,48160,50400,6708.18840891,6616.453519702496,23.304499754228214,17.690009524589954,21.384937990464785,-2819.0547142857304,0,57.352208329117275
1614816000,50400,51820.4,47500,48330,7216.78759437,6710.828498496996,21.623846885690302,17.515944365745668,18.474837315765107,-3623.0539285714403,0,52.68676337028035
1614902400,48330,49539.3,46312,48734.7,7479.75867485,6953.225987374995,20.438133992998285,18.573958918167428,14.554336173460948,-4265.492642857151,0,53.483468821426186
1614988800,48767.4,49232.2,47111.9,48899.9,3104.70756826,6930.805758896495,19.674825435835764,17.880272215287444,10.479980769857047,-4650.320535714294,0,53.82527582880206
1615075200,48906,51470.2,48905.9,50962.3,4519.00601948,6889.856097737495,22.80807004918099,17.049026059458882,6.986586249987141,-4622.776785714297,0,57.976823754947134
1615161600,50971.3,52432.9,49368,52375,4669.92258546,6815.110071681995,23.292700076819074,16.088543613534704,7.869463218033858,-4195.802464285727,0,60.59059373961066
1615248000,52383,54929,51875,54929,5880.25345094,6743.370008114494,26.624212646824635,15.171368979317675,9.403505955159059,-3073.9211428571543,0,64.84746723914242
1615334400,54922.7,57378,53051,55851,8091.71494883,6942.045474840995,29.02281337770509,13.957310545148824,11.483992367637935,-1821.4614285714406,0,66.26416443836548
1615420800,55859.9,58150.1,54286.3,57809.9,6091.59480918,6860.972582122495,28.376871024822293,12.959996084496394,13.552244163548503,129.53946428570225,0,69.11236818869477
1615507200,57807,58069.5,55040.2,57234,4971.61542626,6817.241012804993,26.762268496335608,12.22259123006754,16.02385940801924,1948.0603214285597,0,67.31308882828114
1615593600,57238.9,61724.6,56073.2,61174.9,7245.63678712,6993.131065362492,30.6517221841759,10.968713314149214,19.209474030338857,4433.2032142857015,0,72.57478619202224
1615680000,61174.9,61639.2,59001,59001.1,3394.47205511,6713.060506334492,29.14842971669509,10.430760372906992,21.81167360567222,6092.722535714272,0,66.24067630773145
1615766400,59001,60580,54593.8,55600,6711.98003023,6284.324469007492,26.029005971183445,17.193468730814132,23.072407143658726,6515.377607142846,0,57.748397128965166
1615852800,55627.6,56891.1,52500,56891.1,6381.12428361,6198.0316514964925,24.000026211668786,19.57013506972935,23.480645300759768,7154.589892857128,0,59.85257460718867
1615939200,56891.1,58951,53752,58933,6490.94833867,6146.406193835992,25.412268132045025,17.80087137096563,23.760495584503495,7767.3446428571315,0,62.99162618927737
1616025600,58940.5,60000,57007,57640.9,5831.63114912,5935.440846908492,25.923703727331187,16.85609855576822,24.52481933020309,7884.77474999999,0,59.80504551109913
1616112000,57640,59461.5,56243.1,58101.8,3859.35865644,5916.631331521992,24.422647847881528,17.254429391890245,25.412031654576385,7882.002249999987,0,60.5712598303272
1616198400,58085,59880,57545.2,58091.6,3369.76250794,5744.310157358993,24.14141084166503,16.507671243632334,26.412114286884925,7399.952999999989,0,60.54375390784
1616284800,58080.5,58835.6,55536.5,57378.4,3889.19115123,5585.2237049884925,22.649739782332773,19.24977774564443,25.95963786168881,6991.46592857142,0,58.54194507099376
1616371200,57368.8,58403.2,53775,54095.1,6153.51294203,5603.058369401992,20.715920142328876,20.85579500696441,24.67700192041512,5774.54124999999,0,50.29713883949501
1616457600,54098.2,55814.9,53011,54351.3,5011.343934,5518.216145656492,19.622845498134573,21.19306687558469,22.99450459254911,4753.44521428571,0,50.87848961955491
1616544000,54341.2,57200,51641.8,52293.8,7897.28001289,5552.240766582492,20.159115966689473,19.047509541135614,20.693290022061735,3128.2173928571356,0,46.20451169884188
1616630400,52280.4,53219.9,50436.3,51314.9,6418.72821219,5499.189243449492,19.115389243614988,20.303542620354623,18.24460909222538,1315.166928571421,0,44.127472617380846
1616716800,51318.2,55107,51239.1,55062.2,4953.42329206,5591.625029639492,21.249060138042104,18.843610912236276,16.009181995394773,131.48821428570864,0,52.862964544968605
1616803200,55062.1,56668,54000,55852.4,3968.91582671,5564.120520000992,23.138313568572865,17.888132260370647,13.545280009934135,-764.1213571428634,0,54.479191200967435
1616889600,55852.5,56550,54690.9,55782,3562.54681255,5508.751731355493,22.290165341055605,17.232432456438765,11.0813780244735,-1597.5537500000082,0,54.300557004200954
1616976000,55782.3,58619.7,54919,57624.2,5874.05182831,5508.441650223993,24.74076513887561,15.976979222994677,11.158611041039503,-1820.5921071428602,0,58.16610487244506
1617062400,57627.5,59380,57055,58781,3928.58550804,5300.285178184493,25.114713196254435,15.226435557522628,12.183209770024972,-1718.3113928571456,0,60.429586248983476
1617148800,58781.1,59800,56813.8,58786.2,5432.42869541,5267.326872495993,24.440519891590593,14.29742683118026,12.795370617759788,-1389.7274285714302,0,60.43994804939115
1617235200,58780.4,59474.6,57917.1,58732.9,2445.66223046,5141.029212705993,23.630693619921015,13.823687650650504,13.151647232135161,-1072.5554285714297,0,60.26574981681311
1617321600,58732.9,60025,58500,59020.7,4198.7419956,4988.684473129992,24.051371760318226,13.357009852801585,13.965127002856272,-328.87867857143283,0,60.920709542895885
1617408000,59020.7,59867.1,56955,57099,3552.82088064,4996.601914406492,22.490008448811004,15.934085298879372,13.842441278640553,-16.994321428577223,0,54.46496566715969
1617494400,57099,58495.6,56468.4,58195,2188.9765912,4770.451742454992,21.44627182719595,16.308580382582836,14.234831867380674,242.07978571427975,0,57.247572008706136
1617580800,58195.1,59278.1,56820,59120,3422.5214178,4622.521599164493,22.039794488660764,15.376716371155585,15.482788216454948,792.8878214285637,0,59.49718186471766
1617667200,59120,59462.8,57377.1,58017.1,2633.69312326,4429.6588383939925,21.385571904853933,14.613700517307413,16.551649118322718,1340.1980714285626,0,55.7316412020901
1617753600,58017.2,58652.1,55460,55928.5,5043.15330295,4390.234946085492,19.768762687385674,18.0493899759021,16.673875565728473,1412.9715357142773,0,49.36053785537449
1617840000,55936.6,58159.1,55728,58036.9,2512.98708662,4322.916367594492,18.614510900375222,16.995528337539305,16.783322161863715,1963.5108214285628,0,54.958249183314756
1617926400,58037,58890.4,57538.3,58110,3098.45153987,4309.350819190991,19.813087370628683,16.421255725243125,17.023400517505642,2485.5582142857047,0,55.14338776718276
1618012800,58110,61207,57882,59775.6,5891.74647812,4409.478585535491,23.908276991167217,15.072491601241703,17.728398480908975,3157.392035714276,0,59.25312452264902
1618099200,59760.9,60652.6,59178.7,59956,2615.67300487,4232.586588677491,23.00621603150961,14.503805441077574,18.433396444312308,3485.7840714285603,0,59.6839643653539
1618185600,59967.9,61200,59420,59823.7,3519.19528987,4157.97915647099,23.36856761201476,13.825381151339721,18.72872793898285,3723.167785714274,0,59.18968151315611
1618272000,59823.7,63882.5,59781.2,63587.2,6335.07056179,4079.8686839159905,27.740292447689857,12.387599911442905,19.710711010656894,4216.495178571416,0,67.44831382639653
1618358400,63581,64900,61315,62969,6019.81776003,4059.92316130799,27.797525080174946,11.283028751692829,20.85883326017147,4210.390428571413,0,65.11724068739417
1618444800,62963,63830,62050,63243,2859.75955315,3955.2399743624896,26.532496963677517,10.76955323295609,22.00695550968604,4283.547499999986,0,65.68334440203782
1618531200,63243.1,63593.1,60100,61455,5826.91034158,4048.13970010599,24.20458091261001,14.722583363032301,21.704824197953894,3955.6615714285595,0,58.959181113749
1618617600,61455.1,62636.4,59702.4,60085.2,3141.81775841,4027.10324739899,22.42485695324983,14.636472953092552,21.9871700462597,3272.3142142856996,0,54.36725657028794
1618704000,60085.2,60403.2,51017.1,56239.8,12577.43028465,4362.272170215991,17.892402157327478,30.380849377756736,22.86304831652129,2227.537071428557,0,44.00577193983163
1618790400,56227.5,57594.7,54228.9,55720,6648.64952388,4498.2753710079905,16.59695409607423,28.181211113448885,23.438939032080015,1262.2982142857009,0,42.817847450102015
1618876800,55720,57110.4,53388.3,56500,7803.21648333,4616.8147604039905,15.279473693888221,27.736901707314722,24.16383904952141,525.9278214285578,0,45.208072435899616
1618963200,56500,56805.5,53600,53815.2,4784.93563962,4733.77843086199,14.231705644048528,25.83488335297225,25.907647088692507,-632.2095357143016,0,39.14301913285416
1619049600,53815.3,55459.4,50500,51730,10121.26324868,5029.904493515991,12.772396849169349,29.59527321362632,28.419107795662622,-1985.0548928571598,0,35.193848878279724
1619136000,51709.3,52124.4,47549.3,51178.7,11159.24338019,5410.22561849349,11.5915640116341,32.82179886646019,31.164867627074926,-3307.826607142876,0,34.2110978479608
1619222400,51178.6,51200,48746.4,50093.4,4039.45909297,5502.749743581991,11.004000940746952,31.158099566291376,32.960183361506985,-4576.410750000018,0,32.2989908526321
1619308800,50085.7,50580.4,47000,49106.5,5239.28585713,5593.587965548491,10.192125012589816,32.45799909685609,35.07010093762415,-5738.889535714307,0,30.62289279587499
1619395200,49112.6,54419.5,48828.6,54051.9,6729.25517904,5798.366068337491,16.646417246047392,28.875372829002938,35.1562480431504,-5921.083928571454,0,45.8009204309004
1619481600,54056.1,55500,53333.4,55078.7,3213.82542637,5706.8996745084905,18.109468965617044,27.603830529356483,33.90695945639961,-6049.270357142883,0,48.32858047591366
1619568000,55077.4,56500,53868.4,54899.3,3678.87523673,5765.194082013991,19.192764556548152,26.100423461658686,31.977917202629936,-5965.4518571428835,0,47.90818528919768
1619654400,54886.1,55246.3,52390.2,53579.6,4527.77869891,5836.66043996599,18.04413119475364,27.635831543464324,30.459347899940063,-6047.084642857172,0,44.81960309415462
1619740800,53579.7,57987.8,53071.6,57780,4816.82419072,5782.914325595991,21.810923735205016,24.87609906515899,29.18842387410449,-5138.750428571457,0,54.80640525136094
1619827200,57780.3,58525.5,57070,57859.2,2687.71981591,5786.516666147991,22.27783863051793,24.108504194207995,27.969260197980308,-4174.976035714315,0,54.97188490722692
1619913600,57859,57959.5,56101,56618.5,2371.70518092,5729.14216070049,21.371040746885722,25.249451166227555,26.715602023499198,-3427.4346785714574,0,51.77370249999214
1620000000,56618.6,58981.4,56505,57193.5,3958.84291602,5610.330778411992,22.46893360710626,23.856041742559277,25.081600121338855,-2223.246035714314,0,53.134524662055775
1620086400,57193.4,57214.4,53100.1,53239.4,5831.51364404,5600.915572612491,20.44975492580955,29.14926002422238,24.265881467777916,-1726.3759285714589,0,43.950277524946834
1620172800,53201.1,57999.8,53000,57497.1,4971.78615975,5706.5169029424915,19.95084052706498,26.081848662941802,23.148672858207934,-364.86675000002924,0,53.308918517365676
1620259200,57494.2,58420.2,55309,56421.1,3812.08482815,5605.77562727099,19.526723123725287,24.36374813968564,21.09965862150519,680.2560357142575,0,50.99173205665888
1620345600,56421,58700,55320,57383,4489.18454913,5673.143966806991,18.7218286222703,22.620400705603892,18.358840192110176,1872.6839285713968,0,52.96020246629988
1620432000,57388,59521.4,57000,58953.8,4318.90529825,5260.217717486991,19.474996711693525,21.390766531015487,15.279304501955309,3062.9148571428277,0,56.06374848796972
1620518400,58951.5,59264,56326,58293.1,4279.90854407,5141.780668496491,18.231371017021644,21.48974635003979,12.136250762783371,3970.3203571428276,0,54.43687409819083
1620604800,58320.5,59598.8,53470,55888.1,6558.94900359,5079.56729450949,15.944086102256163,24.640004663810046,11.747890376629131,4414.220964285683,0,48.876920313972654
1620691200,55887.6,56949.9,54538.5,56747.5,3816.34383723,5031.13770438999,15.13929163488087,23.396274587193755,11.794858293554771,4694.473892857114,0,50.81029990313083
1620777600,56754.7,57983.6,48605,49502.7,8462.39814196,4948.194449053991,12.49718174276125,30.354405939560337,13.682091831277607,3360.960857142827,0,37.82404712677925
1620864000,49502.7,51412.4,45000,49675.2,13342.39852271,5057.35220617999,11.074125577056014,33.29963437954968,15.759909221900832,2168.8447857142564,0,38.22886998048713
1620950400,49675.2,51540,48886,49899,5356.82052671,5123.220277866991,10.771445350899507,31.69116373447264,18.809969329129334,901.6362499999693,0,38.7857361943761
1621036800,49899,50827.3,46600,46771.1,5671.80945969,5144.8464579949905,9.947261599669925,33.40403512613268,22.3929710527725,-1040.7081428571742,0,34.15174049854991
1621123200,46761,49828.8,43824.3,46482.4,8208.34279043,5218.800838564491,8.904987721068299,34.747624763172674,26.02736780140869,-2452.354714285746,0,33.75092192844035
1621209600,46474.7,46648.5,42111.2,43551.8,11237.71585193,5619.995359842491,8.205338810860255,34.983982234636066,30.242269859786113,-4110.9795000000295,0,29.913052692734666
1621296000,43551.9,45823.4,42297.9,42895.2,7804.85576005,5826.294386008491,7.699166421636537,32.825884162094766,33.41821660178689,-5739.887107142887,0,29.11425065133193
1621382400,42898.4,43562,29800,36742.3,31855.98081823,7192.70449197449,6.113715867466355,44.76720041898387,37.89319639005248,-7872.685142857174,0,22.933822761328784
1621468800,36765.2,42559.8,35000,40614.6,14118.44902267,7657.785733571989,5.449813699124782,39.905829352182536,42.53232913765182,-8651.264035714317,0,32.627126480685845
1621555200,40609.6,42270.6,33533.9,37331.7,16996.84210584,8373.24184806849,4.80095744786356,37.15257342391796,47.36682741113042,-9801.434535714317,0,29.266278658370965
1621641600,37329.1,38841.7,35250.2,37468.3,9118.92396811,8710.60278742799,4.560576673765883,35.29236856762697,52.540042945368874,-10782.312642857174,0,29.591271840294482
1621728000,37474.8,38269.7,31078.7,34718.8,14832.73851506,9254.29756737999,4.116185973016108,37.50601619063845,57.68419075387813,-11950.282285714315,0,26.911076085613274
1621814400,34718.8,39989.9,34420.8,38833.8,11050.98657417,9515.27121388649,6.128400970802807,34.68703132564339,61.151566646812306,-12444.042035714318,0,36.22165953102581
1621900800,38843,39841.8,36500,38388.1,9236.12557708,9728.48818475299,5.844529664365875,33.08030667662956,64.61894253974648,-12411.470000000027,0,35.69133032790597
1621987200,38373.3,40893.6,37828.7,39283.9,9203.32477178,9998.05018193449,7.09019409557513,31.633080694517957,66.16950937753953,-12066.47528571432,0,37.66670901061711
1622073600,39290,40398,37230,38516.4,5898.0065665,10068.49128280299,6.760942698798749,31.041711123344733,67.17974326207114,-11509.128250000038,0,36.62857627746533
1622160000,38537.1,38872,34719,35683.9,9021.54750598,10303.623393189491,6.344973875503188,32.851821799009294,68.491088073778,-11062.012071428606,0,33.012408018495194
1622246400,35683.8,37300,33652.8,34616.6,5845.40830971,10381.898381471492,5.9960724607527025,32.65284889342362,69.55273139880647,-10583.48525000003,0,31.74081554958744
1622332800,34631.9,36491,33423.2,35673.8,4455.06304471,10276.704083527491,5.7115734219431324,31.45865734015206,70.27182835791328,-9792.049642857173,0,34.434826079759475
1622419200,35667.9,37512.8,34200,37303.8,6224.60594186,10397.117188758992,7.025815667075272,29.813599394306685,70.26141015083002,-8402.888678571459,0,38.46719309575847
1622505600,37273.1,37934.3,35748,36676.3,5702.86612888,10259.14058810499,7.464898399868473,28.74526655532572,70.03041854595462,-7383.329392857172,0,37.51076233461915
1622592000,36676.4,38209.2,35929.2,37565.3,6148.67978991,9899.454651464992,7.642554383327687,27.633194233254947,68.65192636777435,-6085.640428571454,0,39.79463023389964
1622678400,37565.3,39471,37159.1,39196.6,5226.12100922,9892.91967559049,9.545037328379651,26.513120980220243,66.5868558714566,-4400.434857142884,0,43.850015797462824
1622764800,39212.3,39249.8,35576.7,36847.7,4991.5174428,9858.90507474599,8.92599497231074,27.587614471165644,64.72940535123911,-3413.4630357143224,0,39.703000589324866
1622851200,36857.6,37935.8,34825.9,35534.6,5532.75325986,9725.12559821749,8.427631040226577,27.395250178955617,63.003359599182126,-2517.3150000000296,0,37.56425740518614
1622937600,35532.2,36479.5,35251.1,35789,3187.54640121,9322.61712568149,8.232116289119357,26.75970081820495,61.05529778018629,-1779.6127142857476,0,38.258192159985065
1623024000,35783.2,36796.3,33334.3,33587.6,6165.92045486,9240.670360421991,7.690606228329082,28.64148347539742,60.17635216215853,-1437.7944285714566,0,34.66752811749349
1623110400,33578.6,34059.4,31017.4,33420,10548.3269432,8175.287666670491,7.23994799554612,31.42621606024801,59.646447092339066,-1471.740142857172,0,34.402797711446084
1623196800,33409.7,37500,32420.4,37396.4,9354.95083487,7937.112757280489,13.006843295245321,28.43034041780701,57.77796134399718,-429.2947142857447,0,45.112040599856904
1623283200,37398.9,38399,35803.7,36678.4,7724.33788718,7473.487546347489,14.085000741814463,27.013393532043533,55.437021689269386,151.6676428571136,0,43.72396830905917
1623369600,36684.5,37654.3,35952.7,37322.2,5210.31614303,7278.057155093489,13.606191330218342,26.095092759513648,52.85360273492087,761.8110357142559,0,45.34779077648726
1623456000,37322.2,37449.5,34680,35544.9,5622.17147845,6817.528803262989,12.841061214102343,27.211845957621634,50.48988220376227,666.2315357142579,0,41.76499566395179
1623542400,35544.9,39409.4,34801,39034.6,6770.84628744,6603.5217889264895,15.558836442627152,24.72073233389059,47.1668637602717,1506.6998571428267,0,50.10119383027064
1623628800,39035.7,41068.9,38734.1,40530.8,9383.6892931,6610.899974727489,18.199937475277242,23.544716423957233,43.66303751873223,2465.6776071428303,0,53.19479491093605
1623715200,40529.1,41341.8,39461.1,40166.6,6917.67193047,6496.617332661989,18.053720473307088,22.611596185109956,40.26583881328526,3308.675535714254,0,52.34409415553484
1623801600,40167.3,40493,38120,38337.1,6485.36065466,6525.98503706999,17.13116207653987,24.344083014139123,37.46021494428477,3644.5713928571067,0,48.17619386102687
1623888000,38337.1,39561.4,37405,38078.2,5998.8277368,6374.8490486109895,16.31526110756407,24.763818712781983,35.56800250993329,3579.452892857109,0,47.59859268995841
1623974400,38078.2,38193.1,35126,35824,6558.4688904,6410.50207764549,15.205964003446532,28.132172767516334,34.04784094684518,2898.211499999962,0,42.788357875699056
1624060800,35824,36450,34901,35490.5,4485.07665571,6412.002758195491,14.66370625314079,27.646947129250147,32.457639350228426,2234.0227857142486,0,42.11032794666754
1624147200,35484.2,36112.2,33370,35595,6286.3064383,6415.08778301749,13.73023253586145,29.441115060210905,31.275038322375888,1723.0754285713901,0,42.41823056835442
1624233600,35595.7,35750.8,31260,31655.2,11395.95989903,6699.74247152499,12.344322979477948,31.211963753505888,30.250245260921293,576.58717857139,0,34.8848240551132
1624320000,31620.6,33290,28816.6,32516.2,16188.93102211,7201.755033134989,11.138252321817237,33.49904951978522,29.360453336648593,-149.66703571432402,0,37.49729417948652
1624406400,32516.5,34879.4,32402.3,33683.3,6268.26459436,7253.8622123919895,14.05760692956515,31.654736358011743,29.451450694807527,-415.2743928571799,0,40.95540467258869
1624492800,33685.8,35311.2,32333,34666.6,4814.3243243,7245.0025564669895,14.086957266447797,29.548384474546403,29.73545745353845,-651.6325714286093,0,43.77775477441652
1624579200,34669.6,35509.1,31278.3,31583.7,6444.51119144,7290.590453045988,12.785409294319336,29.12159028557716,30.272944178651464,-1486.261750000037,0,37.694128539592086
1624665600,31577.3,32691.1,30179,32277,5160.37265399,7389.231765684987,12.072182134260986,29.938197266399246,30.747809656880577,-2090.857928571465,0,39.72278570344065
1624752000,32275.9,34700,32025,34675.3,4214.10806148,7291.641146015987,15.861671787337148,28.13816396541205,31.116056667598723,-2377.749571428606,0,46.24326550563087
1624838400,34700,35288.1,33872.6,34472,3680.10739483,6948.230168597487,16.712579445973077,27.206004050856254,31.908156516019833,-2757.3444285714636,0,45.791070530448195
1624924800,34475.9,36643.2,34268,35903.3,4467.51532235,6703.858392971488,18.99108116355095,25.66932186409037,32.1756650088486,-2486.203964285748,0,49.53273614751842
1625011200,35876.6,36090.7,34066,35046.2,5221.02360866,6578.692679045487,18.05490067850205,24.895745832815148,32.07111619853862,-2399.3206428571757,0,47.42188102795489
1625097600,35070.4,35070.4,32717.2,33532.4,4018.47695597,6519.100719692488,17.00563472619745,26.779957107661218,32.19658605923534,-2501.593214285746,0,43.86623774177187
1625184000,33513.6,34000,32721.4,33802.9,2758.0514738,6375.894719459988,16.446365455812458,25.89923684560182,31.660639022426814,-2686.1782857143153,0,44.664646964435654
1625270400,33802.8,34930,33348.9,34685.4,2772.05699173,6175.955254674488,18.224298649788516,24.81253939923476,30.56227208276888,-2329.2220714286004,0,47.29829761588176
